Unnamed: 0,file,id,date_time,dur,media_id,audio_kmeans_lables,audio_kmeans_center_dis,audio_text
10,yga0721-20250429190331-786042677168901,yga0721,2025-04-29 19:03:31,64.18,786042677168901,5,0.9842329519894912,"(1) High-energy, fast-paced male vocals start immediately, speaking in an excited and welcoming tone. An upbeat, rhythmic electronic BGM plays in the background. (2) Sound effects of a crowd cheering and clapping are layered over the main speech as the man announces the opening of small donations. (3) The male speaker continues with a high speech density, explaining the '5353' donation code. A female voice occasionally provides short, affirmative responses like 'Yes' or 'Correct'. (4) The music remains consistent in its upbeat tempo. (5) In the final phase, all three individuals are heard shouting a synchronized slogan together before the audio fades out."
11,yga0721-20250501204334-2130096337823392,yga0721,2025-05-01 20:43:34,42.96,2130096337823390,5,0.947224597398714,"(1) A male voice is heard immediately, shouting in a loud, confrontational tone using a mix of Mandarin and Taiwanese Hokkien. Ambient sounds of an outdoor park, including wind and distant movement, are audible in the background. (2) The shouting continues throughout the entire duration, with the speaker sounding increasingly agitated and repetitive. (3) No background music or intentional sound effects are present; the soundscape consists entirely of the vocal rant and natural ambient field noise."
12,yga0721-20250502083058-1420619716263407,yga0721,2025-05-02 08:30:58,57.17,1420619716263410,5,0.9087769257387704,"(1) Upbeat, medium-tempo electronic background music starts. A male voice begins speaking in a lively, conversational, and slightly mocking tone. (2) The music remains constant while the male voice narrates various scenarios. (3) Frequent loud, genuine female laughter is heard as the male speaks. (4) The male voice maintains a high energy level with occasional emphasis on certain words for comedic effect. (5) Studio silence is replaced by the mix of voice, laughter, and light BGM."
13,yga0721-20250502080323-1226932216214578,yga0721,2025-05-02 08:03:23,34.83,1226932216214580,5,0.9106603300772256,"(1) Upbeat, high-tempo electronic music starts immediately. A male voice speaks in a loud, excited, and rhythmic Mandarin tone. (2) As the spraying starts, the male voice repeatedly shouts 'Panatus!' in a style mimicking a sports commentator or a spell-caster. (3) The continuous hissing sound of an aerosol spray is audible, layered with the man's enthusiastic shouting, 'Ooh!', and 'Wuhu!' cheers. No other ambient noise is prominent."
14,yga0721-20250501064141-895023786227361,yga0721,2025-05-01 06:41:41,87.96,895023786227361,0,0.8807698128077114,"(1) Energetic, fast-paced upbeat music plays as a high-pitched male voice introduces the setting with excitement. (2) Sounds of laughter and playful chatter are heard as people struggle with their wetsuits, accompanied by the constant background music. (3) Clear, direct vocal recordings of different female speakers and one male speaker during interview segments, with the BGM lowering slightly in volume. (4) Underwater muffled sounds, bubbles, and regulator breathing noises become prominent during the diving scenes. (5) The music swells back to a high volume as the group celebrates finishing their dive, with many overlapping voices expressing relief."
15,yga0721-20250928123209-3256577404526283,yga0721,2025-09-28 12:32:09,58.52,3256577404526280,6,0.9674784350635004,"(1) High-energy Mandopop music begins immediately with a dominant male vocal singing with a passionate, high-pitched tone. (2) The background music features a driving beat with prominent drums, layered with melodic piano and dramatic string arrangements. (3) The vocals remain consistently high in the mix, demonstrating a wide dynamic range and emotional delivery. (4) The recording quality is clear and professional, consistent with a studio environment, with no significant ambient noise or distracting sound effects."
16,yga0721-20250502072009-1295059725764097,yga0721,2025-05-02 07:20:09,67.15,1295059725764100,5,0.9969739940992896,"(1) An energetic male voice speaks loudly and excitedly while upbeat, fast-paced electronic pop music plays. (2) The music continues at a steady volume as the speaker points out prices indoors; ambient store noise is minimal. (3) A female voice is heard briefly expressing surprise at the prices. (4) Outdoors, the sound of wind is audible along with a group of people collectively shouting ""Wow!"" in a celebratory tone. (5) Conversation between two males about currency conversion and price differences follows. (6) Fast-paced talking and occasional humorous sound effects (high-pitched squeaks) accompany the BAPE store segment."
17,yga0721-20250502125542-926532136396806,yga0721,2025-05-02 12:55:42,59.77,926532136396806,5,0.8996020072932669,"(1) Upbeat, fast-paced background music starts immediately. A high-pitched, enthusiastic male voice speaks in Mandarin, introducing the location. (2) Sound of children laughing and the rhythmic creaking of swings. The adults shout 'Wei-da-li' (a pun/catchphrase) repeatedly in a rhythmic fashion. (3) A child's voice is heard singing 'la la la' melodically as they ride the zip line. (4) Ambient sounds of a playground, including footsteps on wood and voices echoing. (5) Loud laughter and playful shouting during the pole-climbing scene. (6) The host's voice continues with a narrative tone, describing 'secret bases'. (7) Sound of wind and outdoor ambience during the track sequence, mixed with the popping sound effects (SFX) as children grab balls off vests."
18,yga0721-20250501223707-2208394253232647,yga0721,2025-05-01 22:37:07,89.86,2208394253232650,0,0.9181016061223216,"(1) Upbeat, high-tempo pop music starts immediately as a male voice shouts excitedly with a high-pitched, energetic tone. (2) The male voice explains a game involving identifying squid while the female voice responds with brief, curious inquiries. (3) As the game begins, the male voice increases in speed and volume, shouting 'Faster!' repeatedly, accompanied by a ticking clock sound effect. (4) The audio transitions to a more structured promotional tone as the male voice describes telecom benefits, with 'cha-ching' cash register sound effects interspersed. (5) Background music remains energetic but slightly lower in volume to favor the clear, professional narration about data plans. (6) The video concludes with the male voice shouting a brand slogan followed by both characters making light vocalizations of excitement."
19,yga0721-20250523021125-1532978657788554,yga0721,2025-05-23 02:11:25,64.55,1532978657788550,5,0.8565508943810326,"(1) The audio begins with fast-paced Mandarin speech from an energetic male, accompanied by upbeat, bouncy background music. (2) As the pranks start, rhythmic 'whoosh' sound effects punctuate scene transitions, followed by loud, high-pitched male shouting of 'Xin Nian Kuai Le!' (Happy New Year) and subsequent screams of surprise from various victims. (3) The middle section is dominated by repetitive cycles of tense silence, explosive shouting, and immediate group laughter. (4) The audio concludes with a mix of ambient office chatter and fading comedic background music."
20,yga0721-20250213170746-908739578298355,yga0721,2025-02-13 17:07:46,8.32,908739578298355,4,0.8723814587557275,"(1) High-energy electronic music begins immediately, featuring a repetitive vocal sample saying 'Kenchana'. (2) A melodic 'Ding-ding-ding-ding' rhythm plays in sync with the visual cuts. (3) The vocal line and rhythmic melody continue at a constant, fast tempo until the video loops."
21,yga0721-20250408132842-1221883949463628,yga0721,2025-04-08 13:28:42,24.85,1221883949463630,4,0.7635877672619755,"(1) The audio begins with a silent indoor environment with minimal background hum. (2) At 00:07, a loud, low-frequency rumbling sound starts abruptly, accompanied by the sharp, chaotic rattling of household objects and the building's structure. (3) The intense rumbling and rattling continue for approximately 12 seconds before fading out, eventually returning to the initial silence of the room."
22,yga0721-20250529112242-2382887622148423,yga0721,2025-05-29 11:22:42,60.75,2382887622148420,5,0.8540661062576778,"(1) High-energy, upbeat electronic music begins immediately. A male voice speaks rapidly in a high-pitched, enthusiastic tone. (2) Frequent sound effects (SFX) such as sharp 'ding' sounds and cartoonish 'whoosh' noises accompany visual transitions. (3) The background is filled with the constant sound of a crowd cheering, clapping, and laughing loudly. (4) As the game reaches a climax, the music increases in volume and tempo. (5) The video ends with a loud collective shout of joy from multiple people."
23,yga0721-20250502075250-1379219033508350,yga0721,2025-05-02 07:52:50,60.47,1379219033508350,5,0.8780153073972129,"(1) Upbeat, fast-paced electronic music plays as a man and a woman engage in rapid-fire dialogue in Mandarin and Taiwanese. (2) Loud sound effects including bells and comedic buzzers punctuate the conversation. (3) The woman lets out high-pitched screams of excitement and laughter while the man makes groaning, mock-frustrated sounds. (4) Ambient chatter from other people in the room is heard in the background along with a 'ding' sound effect indicating a successful game outcome."
24,yga0721-20251129004849-1404130634505530,yga0721,2025-11-29 00:48:49,62.28,1404130634505530,5,0.871381760552754,"(1) A male voice is heard chanting a prayer in Mandarin with a sincere tone; ambient temple sounds and low-volume background music are present. (2) Upbeat, energetic pop music begins as multiple voices cheer and shout 'Yeah!' outdoors. (3) The audio shifts back to the temple environment with the sounds of paper being handled and people discussing the placement of the name lists. (4) A sharp 'whoosh' sound effect accompanies the title card transition. (5) A fast-paced conversation follows with various speakers (male and female) talking excitedly, laughing, and reacting loudly over a continuous upbeat background track."
25,yga0721-20260112023602-1159441849602125,yga0721,2026-01-12 02:36:02,58.01,1159441849602120,5,0.8793660539834198,"(1) A high-pitched and energetic male voice leads the audio, discussing 'holiday bonuses' and a card game called 'Shoot the Dragon Gate' (射龍門). (2) A second, slightly deeper male voice and a soft-toned female voice respond in turn, creating a dynamic multi-person conversation. (3) There is no background music throughout the primary dialogue, leaving a 'studio quiet' acoustic environment focused on vocal clarity. (4) Studio-added sound effects (SFX) of clapping and cheers are introduced around the middle mark to punctuate the discussion. (5) The recording ends with a brief, upbeat musical sting and a shared laughter track."
26,yga0721-20250501223302-658580630647694,yga0721,2025-05-01 22:33:02,32.6,658580630647694,5,0.8917362803367286,"(1) A high-pitched, loud male voice begins speaking in a Chinese dialect with an excited and mocking tone. Background laughter from at least two other individuals is audible. (2) The continuous rustling sound of paper and plastic bags being moved and falling is heard clearly. (3) The main male voice shouts phrases repeatedly with increasing volume and excitement, accompanied by loud bursts of laughter and cheering from the off-screen group. (4) The rustling sound stops as the bags finish falling, leaving only the man's continued loud speech and the fading sounds of laughter."
27,yga0721-20250410015227-1612872329718733,yga0721,2025-04-10 01:52:27,14.91,1612872329718730,5,0.9635649678108966,"(1) The video begins with a long, loud, and high-pitched male yell that persists for several seconds. (2) At the end of the yell, an upbeat and bouncy background music track with a fast tempo begins. (3) A male voice speaks in a loud, energetic, and humorous tone in Mandarin/Taiwanese. (4) The sounds of a variety-show style 'ding' or 'pop' sound effect are heard as he speaks."
28,yga0721-20250430150716-1647560136598246,yga0721,2025-04-30 15:07:16,22.02,1647560136598250,4,0.7072774347790846,"(1) A high-pitched, rhythmic vocal track begins immediately, consisting of repetitive 'Ha!' sounds synced to a fast EDM beat. (2) The vocals maintain a constant, high-energy pace throughout the video without melodic variation. (3) There are no significant ambient noises, as the audio is a clean, edited studio track."
29,yga0721-20250413024207-1585715752471770,yga0721,2025-04-13 02:42:07,21.97,1585715752471770,4,0.7831854070007421,"(1) Fast-paced, bouncy circus-style music begins. Sudden loud choking sounds and exaggerated gasps are heard in sync with the visual grab. (2) Repetitive, high-pitched 'boing' and cartoonish 'smack' sound effects accompany each visual cut. (3) The music pauses briefly for a short, dry vocalization, then resumes with high-pitched canned laughter (female) as the man stares at the camera. The music ends on a sharp, upbeat note."
30,yga0721-20250502151514-2287160761769118,yga0721,2025-05-02 15:15:14,21.41,2287160761769120,4,0.9807840998558024,"(1) High-energy, upbeat music starts. A male voice speaks loudly and confidently in a mix of Cantonese and Mandarin, introducing himself as a martial arts master. (2) Rapid, rhythmic percussion SFX accompany his punches. (3) Sharp 'slap' SFX play in quick succession as he is hit. (4) The music continues as the male voice shifts to a high-pitched, desperate, and humorous tone, pleading for mercy while ambient room quiet remains in the background."
31,yga0721-20250502134042-656422817530271,yga0721,2025-05-02 13:40:42,6.18,656422817530271,4,0.7256205902879115,"(1) Two energetic male voices shout 'Fu... sion...' in unison over quiet ambient outdoor noise. (2) The voices culminate in a loud, sharp shout of 'Ha!' accompanied by a 'whoosh' sound effect. (3) A magical, shimmering sound effect (SFX) plays during the visual transition flash. (4) The monk character makes a brief vocal grunt as he strikes his final pose, followed by the fading magical chime."
32,yga0721-20250413023915-784793633972267,yga0721,2025-04-13 02:39:15,17.88,784793633972267,6,0.9602943246858784,"(1) Upbeat, fast-tempo electronic BGM starts immediately. A male voice speaks in a cheerful, energetic tone. A sharp metallic 'clink' sound effect is heard, followed by a loud, high-pitched male scream of pain. (2) The male voice speaks again in the same energetic tone over the continuous BGM. A sliding sound effect followed by a 'thud' occurs, followed by another loud male scream. (3) The male voice speaks a third time as the BGM continues. A crunching sound effect is heard, followed by a very loud, distorted, and sustained male scream of frustration, ending with a comical whistle sound effect."
33,yga0721-20250502180410-1676848297007948,yga0721,2025-05-02 18:04:10,30.84,1676848297007950,4,0.8169242403815141,"(1) Upbeat, high-tempo Japanese-style pop music begins immediately and remains consistent throughout the video. (2) No clear human speech or vocals are heard from the main characters over the music. (3) Faint ambient sounds of the bank and ATM mechanical movements are audible in the background but are largely masked by the BGM. (4) The music reaches a final upbeat crescendo as the video ends."
34,yga0721-20250213170746-3370347773115115,yga0721,2025-02-13 17:07:46,14.35,3370347773115110,1,1.031472760376489,"(1) Upbeat, high-tempo pop/electronic background music starts immediately. A male voice speaks in an excited, high-pitched tone about the steak. (2) The sound of the sizzling plate is briefly audible beneath the music and speech. (3) As the man bites the steak, a slide-whistle sound effect plays, followed by the sound of him chewing and making sounds of mild struggle. (4) Cartoon-style boing and whistle sound effects are layered over his reaction as he finishes the bite and speaks in a slightly disappointed tone."
35,yga0721-20250413023843-1566607064604943,yga0721,2025-04-13 02:38:43,37.76,1566607064604940,5,0.969489735294341,"(1) High-pitched and energetic male vocals open the video with a loud greeting '耶～歡迎來到厭世動物園' (Yeah~ welcome to the World-weary Zoo). Fast-paced, quirky background music starts. (2) The audio shifts as the same male voice adopts a deep, gravelly, and grumbling tone, providing inner monologues for the animals. Sounds of monkey screeching and ambient zoo noise are heard. (3) The music remains consistent in the background as the speaker continues the humorous narration in a variety of funny voices, mimicking a grumpy or indifferent attitude. (4) The video ends with a comical 'shing' sound effect."
36,yga0721-20250413023653-1298942955590206,yga0721,2025-04-13 02:36:53,54.8,1298942955590210,5,0.9153686224717116,"(1) High-energy, upbeat electronic background music plays as a male voice speaks in an excited, high-pitched tone in Mandarin. (2) Cartoonish sound effects like a duck 'quack' and a 'sproing' sound are synchronized with the man's facial movements. (3) The audio continues with 'gulping' sound effects and canned laughter as the man describes his cracker-swallowing challenge, maintaining a loud and fast-paced vocal delivery."
37,yga0721-20250430071129-2058015628381818,yga0721,2025-04-30 07:11:29,59.45,2058015628381820,5,0.9051794809938614,"(1) An energetic male voice starts speaking in Mandarin with a clear studio resonance, discussing holiday traffic. (2) A calm female voice interjects with a short response, followed by a playful rebuttal from the first speaker. (3) A third, theatrical male voice enters with high volume and a mocking tone, causing overlapping chatter. (4) Laughter from multiple individuals fills the audio space as the conversation pace increases. (5) No background music is present; only the direct vocal recordings and ambient studio silence are audible."
38,yga0721-20250430171203-844514891976541,yga0721,2025-04-30 17:12:03,44.21,844514891976541,5,0.9032496884683744,"(1) The audio begins with immediate, high-pitched, and extremely loud male shouting and screaming. (2) As the subject runs, the sound of rapid, heavy footsteps on hard flooring is clearly audible. (3) The shouting is continuous, with the male voice expressing shock and distress through sustained yells and short, frantic phrases. (4) Occasional background laughter and muffled chatter from other people are heard briefly between the main shouts. (5) Fast-paced, high-energy background music with an upbeat, comedic tempo plays throughout the sequence."
39,yga0721-20250503031533-912992564455620,yga0721,2025-05-03 03:15:33,64.23,912992564455620,5,0.9162713638862778,"(1) Mandarin speech begins with an excited and fast-paced tone, accompanied by faint city ambient noise and an upbeat background track. (2) A group of people sing 'Happy Birthday' in English as the large meal is presented, followed by the sound of utensils and chewing. (3) Continuous commentary from the main narrator with occasional humorous sound effects (SFX) such as 'boing' sounds and cartoonish laughter. (4) The audio ends with the high-pitched voice of a child and more upbeat BGM."
40,yga0721-20250430010051-2068895457380051,yga0721,2025-04-30 01:00:51,26.15,2068895457380050,4,0.8136931217834232,"(1) A soft, melancholy Japanese ballad begins with a female vocalist singing slowly over a gentle acoustic accompaniment. The tempo is slow and the mood is somber. (2) The music continues steadily as the main audio feature; there is no spoken dialogue or narration from anyone present in the environment. (3) The acoustic environment is clean with no significant ambient noise or sound effects, suggesting a quiet indoor recording setting."
41,yga0721-20250905113525-1225691793033658,yga0721,2025-09-05 11:35:25,87.22,1225691793033660,0,0.9087268460608762,"(1) Fast-paced, upbeat electronic pop music starts immediately with loud, energetic male and female voices shouting and laughing in Mandarin. (2) The sound of beer mugs clinking and the group chanting 'Taco' or 'Go' is audible over the background music. (3) The music stays constant as the soundscape shifts to the acoustics of a busy restaurant with ambient chatter and the sizzle of food. (4) Vocals become more focused on a conversation between a male and female, with a tone of playful teasing and high-pitched laughter. (5) Outdoor ambient street noise (light wind and distant traffic) enters as the group transitions to walking, with the music volume slightly decreasing as the main male voice shouts a farewell."
42,yga0721-20250502094951-1436511421363506,yga0721,2025-05-02 09:49:51,77.56,1436511421363510,5,0.9649913630566191,"(1) High-energy male and female voices are heard speaking rapidly over an upbeat, rhythmic background track. (2) Clapping and cheering sound effects are added as a major announcement is made. (3) The male speaker's voice increases in volume and pitch as he excitedly lists specific items and their low prices. (4) Brief silence occurs between spoken segments, filled by the continuous electronic BGM and occasional 'whoosh' or 'ding' sound effects. (5) The voices synchronize for a final enthusiastic shoutout followed by fading music."
43,yga0721-20250430054209-2275650622916016,yga0721,2025-04-30 05:42:09,59.77,2275650622916020,5,0.942658096010786,"(1) A male voice starts by discussing employee management with an energetic and conversational tone. Background ambient is quiet studio quality. (2) A female voice laughs heartily and explains that she reassigns tasks rather than firing people. (3) The conversation shifts to geography as a slightly more muffled or character-accented voice (from the masked person) argues that Sanchong is closer to the city center than Beitou. (4) Multiple voices overlap in laughter and agreement, ending with a joke about an employee's commute and the sound of clapping and upbeat laughter."
44,yga0721-20250731122527-929477109518096,yga0721,2025-07-31 12:25:27,16.35,929477109518096,4,0.8259698955604157,"(1) An upbeat, repetitive child's song begins with the lyrics 'I like to eat, eat, eat apples and bananas,' though it sounds modified to just 'eat, eat, eat' over a steady electronic beat. (2) The song continues throughout the video with the same rhythm and vocal quality. (3) There are no audible ambient restaurant sounds or dialogue from the people on screen; the music is the sole audio track."
45,yga0721-20250429182852-1649514573079220,yga0721,2025-04-29 18:28:52,16.4,1649514573079220,5,0.958553564544636,"(1) Playful, upbeat background music starts. A female voice is heard cheering 'Go, go, go!'. The sound of the boy's feet hitting the ground is audible. (2) The background music continues as the boy speaks in Mandarin Chinese with a high-pitched, enthusiastic tone. A woman's voice asks him a question. (3) Outdoor ambient noise and the sound of drinking from a plastic bottle. The boy says 'Ren sheng jiu shi yao...' followed by a loud gulping sound and then says 'Happy!' with a bright tone. (4) The music remains light as the boy repeats his catchphrase while eating, his voice sounding muffled by food but still joyful."
46,yga0721-20250514050738-2170754950395377,yga0721,2025-05-14 05:07:38,15.75,2170754950395380,4,0.7456472158991637,"(1) The video begins with an upbeat, medium-tempo indie-pop track featuring a steady electronic drum beat and a rhythmic bass line. No vocals are present. (2) The music continues at a consistent volume and tempo throughout the montage of outfit changes. (3) Towards the end of the video, a clear, melodic male vocal enters singing the phrase 'Nobody ever knows...' as the subject appears with his shopping bags. The audio is high-quality and sounds like a studio recording."
47,yga0721-20251113000137-3356917461127013,yga0721,2025-11-13 00:01:37,86.71,3356917461127010,0,0.8539621528192888,"(1) The audio begins with a high-pitched, energetic male voice speaking rapidly in Mandarin over a light, upbeat, and quirky background music track. (2) A female voice joins in, speaking in a friendly and conversational tone. (3) There is a sudden, loud, and exaggerated scream of joy from the male speaker. (4) The soundscape shifts to include ambient chatter and professional yet casual dialogue within a clinic setting, with the doctor's voice being clear and steady. (5) Occasional sound effects like 'dings' and 'pops' are used to emphasize text or transitions. (6) The video concludes with the return of the upbeat BGM as the couple summarizes the experience with laughter and high energy."
48,yga0721-20251114085028-2645943862435142,yga0721,2025-11-14 08:50:28,64.28,2645943862435140,1,0.9564452281718704,"(1) The audio begins with the sound of a woman crying loudly, followed by a man's energetic and slightly mocking voice in Mandarin. (2) Upbeat, fast-paced background music starts and continues throughout the video. (3) Sound effects of 'thudding' occur when the cardboard is hit, accompanied by loud shouting and laughter from multiple people. (4) The man's voice dominates as a narrator/presenter, speaking in a high-pitched, enthusiastic 'sales' tone to describe product features. (5) A clear sound of a toilet flushing is heard mid-video. (6) The audio concludes with playful banter between the man and woman over the fading background music."
49,yga0721-20250828235156-866661932877617,yga0721,2025-08-28 23:51:56,64.74,866661932877617,5,0.9375496761862102,"(1) Upbeat, energetic background music with a fast tempo starts immediately; a high-pitched, loud male voice begins a rapid-fire monologue about a calendar giveaway. (2) A female voice joins in intermittently with laughter and short affirmative responses as the male voice explains the giveaway period and the contents of the calendar. (3) The sound of paper pages flipping is audible underneath the constant, high-density narration; the male voice maintains an excited, promotional tone until the end."
50,yga0721-20250430042309-917539137499884,yga0721,2025-04-30 04:23:09,33.58,917539137499884,5,0.9575994185401692,"(1) Upbeat, medium-tempo electronic background music starts. A man's voice enthusiastically calls out a nickname, sounding excited. (2) A conversation between the man and the woman begins; they discuss the price of the item, specifically mentioning 'New Balance' and calculating the discount. Their tone is friendly and high-pitched. (3) Store ambient noise, including distant chatter and the shuffling of items, is heard faintly beneath the music and dialogue. (4) The music continues as the conversation ends with laughter and the sound of footsteps on the store floor."
51,yga0721-20250502031932-1435473888322224,yga0721,2025-05-02 03:19:32,89.91,1435473888322220,0,0.8397370987096261,"(1) Upbeat, high-tempo electronic background music plays throughout. A male voice speaks with high energy and an excited tone in Mandarin. (2) A sharp 'boing' sound effect accompanies the toilet toy popping up, followed by a woman's brief scream and subsequent laughter. (3) The audio remains dominated by the fast-paced, synchronized dialogue between the man and woman as they unbox products. Various 'ding' and 'shimmer' sound effects are used to highlight the reveal of rare items. The music increases slightly in volume during the final promotional announcement."
52,yga0721-20250220014001-1529316312527257,yga0721,2025-02-20 01:40:01,73.7,1529316312527260,5,0.9976756740809812,"(1) High-energy, upbeat electronic background music starts immediately. A male voice (Cai Aga) speaks very loudly and excitedly, introducing 'Duan She Li' (decluttering). (2) Sound effects like 'ding' and 'swoosh' accompany transitions. The male voice remains dominant, explaining the first concept about shoe cabinets. (3) A cash register 'cha-ching' sound effect plays when a price is mentioned. (4) Crinkling sounds of plastic bubble wrap are heard as it is moved. The male voice rises in pitch to show shock. (5) Short snippets of other voices (female and other males) are heard laughing and providing brief responses or interjections. (6) The audio ends with a humorous, fast-paced dialogue sequence and a final punchy sound effect."
53,yga0721-20250501162909-1539532037160165,yga0721,2025-05-01 16:29:09,84.62,1539532037160160,0,0.8747295161410645,"(1) Fast-paced, upbeat background music with a strong rhythmic beat. A high-pitched, energetic male voice speaks rapidly in Mandarin, occasionally punctuated by a female voice's brief response. (2) Loud 'whoosh' and impact sound effects (SFX) occur during scene transitions. The male voice becomes louder and more aggressive, sounding like a mock-lecture. (3) Sound of paper bags crinkling is heard clearly. The music remains consistent in tempo. (4) Fabric rustling sounds as clothes are handled. A second male voice is heard briefly. (5) The main male voice reaches a peak volume, shouting emphatically. The music reaches a crescendo with a final 'boom' SFX as the video ends."
54,yga0721-20250430193734-1605025540498877,yga0721,2025-04-30 19:37:34,55.03,1605025540498880,5,0.9174927305127714,"(1) Upbeat and playful background music starts as a high-pitched, excited male voice begins telling a story in Mandarin and Taiwanese. (2) Frequent bursts of laughter from both the main speaker and another male off-camera are heard. (3) The soundscape remains consistent with a studio environment, featuring clear vocals and low ambient noise. (4) Towards the end, the music maintains its tempo as the dialogue reaches a peak of laughter and energetic exclamations."
55,yga0721-20250918155822-1610095179999965,yga0721,2025-09-18 15:58:22,41.98,1610095179999960,1,0.996337416728721,"(1) Upbeat and quirky background music starts with a male voice speaking enthusiastically in Mandarin. (2) Frequent mechanical clicking and snapping sounds are heard as he operates the plastic hanger mechanism. (3) The vocal tone remains high-pitched and energetic throughout, with specific sound effects (like a 'whoosh') used during transitions. (4) The music continues steadily until the end of the clip."
